Z-XX-A-m;n;p;Svyazey;X;Y;Z;centrX;centrY;centrZ;Centrobeg;He4;He3;H3;H2;p;n;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;Binding
28-Ni-64;36;28;124;46;46;32;5,5;5,5;3,5;113,8249725;12;2;0;0;0;10;0;12;10;4;6;4;0;4;4;4;8;8;561,766
28-Ni-65;37;28;126;46;47;33;5,476923077;5,461538462;3,492307692;116,7199186;12;2;0;0;0;11;0;13;10;4;6;4;0;3;4;5;8;8;567,865
28-Ni-66;38;28;128;46;48;34;5,5;5,5;3,484848485;119,6559244;12;2;0;0;0;12;0;14;10;4;6;4;0;2;4;6;8;8;576,817
28-Ni-67;39;28;130;47;48;35;5,462686567;5,47761194;3,47761194;122,550923;12;2;0;0;0;13;0;15;10;4;6;4;0;1;5;5;9;8;582,624
28-Ni-68;40;28;132;48;48;36;5,5;5,5;3,470588235;125,4868763;12;2;0;0;0;14;0;16;10;4;6;4;0;0;6;4;10;8;590,417
28-Ni-68-m 2,849 MeV;40;28;132;48;49;35;5,5;5,514705882;3,485294118;126,1066781;12;2;0;0;0;14;0;16;10;4;6;4;0;0;5;6;9;8;587,567
28-Ni-69;41;28;134;49;49;36;5,463768116;5,463768116;3,47826087;129,0031709;12;2;0;0;0;15;0;17;10;4;6;4;0;0;4;6;10;8;595,004
28-Ni-69-m 0,321 MeV;41;28;134;49;49;36;5,536231884;5,536231884;3,47826087;129,0031709;12;2;0;0;0;15;0;17;10;4;6;4;0;0;4;6;10;8;594,683
28-Ni-70;42;28;136;50;50;36;5,5;5,5;3,485714286;132,5579441;12;2;0;0;0;16;0;18;10;4;6;4;0;0;2;8;10;8;602,197
28-Ni-71;43;28;138;50;51;37;5,492957746;5,478873239;3,507042254;134,1228448;12;2;0;0;0;17;0;19;10;4;6;4;0;0;1;9;9;9;606,368
28-Ni-72;44;28;140;50;52;38;5,5;5,5;3,527777778;135,7202218;12;2;0;0;0;18;0;20;10;4;6;4;0;0;0;10;8;10;613,14
28-Ni-73;45;28;142;51;52;39;5,479452055;5,493150685;3,547945205;137,2855965;12;2;0;0;0;19;0;21;10;4;6;4;0;0;0;9;8;11;617,211
28-Ni-74;46;28;144;52;52;40;5,5;5,5;3,567567568;138,8824994;12;2;0;0;0;20;0;22;10;4;6;4;0;0;0;8;8;12;623,783
28-Ni-75;47;28;145;52;52;41;5,506666667;5,493333333;3,533333333;139,5813367;12;2;0;0;0;21;1;22;10;4;6;4;0;0;0;8;7;13;627,354
28-Ni-76;48;28;146;52;52;42;5,5;5,5;3,5;140,296713;12;2;0;0;0;22;2;22;10;4;6;4;0;0;0;8;6;14;633,126
28-Ni-76-m 2,420 MeV;48;28;146;52;52;42;5,486842105;5,473684211;3,513157895;141,6851157;12;2;0;0;0;22;2;22;10;4;6;4;0;0;0;8;6;14;630,726
28-Ni-77;49;28;147;52;52;43;5,480519481;5,480519481;3,480519481;142,4010032;12;2;0;0;0;23;3;22;10;4;6;4;0;0;0;8;5;15;636,297
28-Ni-78;50;28;148;52;52;44;5,5;5,5;3,461538462;144,5393537;12;2;0;0;0;24;4;22;10;4;6;4;0;0;0;8;4;16;641,969
29-Cu-52;23;29;91;39;36;16;5,5;5,480769231;3,730769231;101,1871814;11;0;0;1;6;0;0;3;8;2;7;3;2;7;10;6;3;1;399,627
29-Cu-53;24;29;95;40;38;17;5,471698113;5,471698113;3,716981132;102,731924;11;1;0;1;4;0;0;3;8;3;7;3;2;5;12;4;5;1;418,598
29-Cu-54;25;29;99;41;40;18;5,5;5,481481481;3,703703704;104,350428;11;2;0;1;2;0;0;3;8;4;7;3;2;3;14;2;7;1;434,86
29-Cu-55;26;29;102;42;41;19;5,527272727;5,454545455;3,690909091;106,4039109;12;1;0;1;2;0;0;3;9;4;7;3;2;3;12;3;8;1;452,841
29-Cu-56;27;29;105;43;42;20;5,5;5,482142857;3,678571429;108,5938565;13;0;0;1;2;0;0;3;10;4;7;3;2;3;10;4;9;1;467,913
29-Cu-57;28;29;108;44;43;21;5,49122807;5,473684211;3,649122807;109,2689036;13;1;0;1;0;0;0;3;11;4;7;3;0;5;10;4;8;2;484,694
29-Cu-58;29;29;111;45;44;22;5,5;5,482758621;3,620689655;110,0089461;14;0;0;1;0;0;0;3;12;4;7;3;0;3;12;4;7;3;497,118
29-Cu-59;30;29;113;45;45;23;5,508474576;5,457627119;3,593220339;111,5277082;14;0;0;1;0;1;0;4;12;4;7;3;0;3;11;4;8;3;509,884
29-Cu-60;31;29;115;45;46;24;5,5;5,483333333;3,566666667;113,1718554;14;0;0;1;0;2;0;5;12;4;7;3;0;3;10;4;9;3;519,943
29-Cu-61;32;29;117;46;46;25;5,475409836;5,491803279;3,540983607;114,7487252;14;0;0;1;0;3;0;6;12;4;7;3;0;3;10;2;11;3;531,654
29-Cu-62;33;29;119;47;46;26;5,5;5,483870968;3,516129032;116,3348606;14;0;0;1;0;4;0;7;12;4;7;3;0;3;10;0;13;3;540,539
29-Cu-63;34;29;121;47;47;27;5,507936508;5,444444444;3,507936508;118,8036228;14;0;0;1;0;5;0;8;12;4;7;3;0;3;9;1;12;4;551,393
29-Cu-64;35;29;123;47;48;28;5,5;5,484375;3,5;121,4344233;14;0;0;1;0;6;0;9;12;4;7;3;0;3;8;2;11;5;559,309
29-Cu-65;36;29;125;48;48;29;5,461538462;5,492307692;3,492307692;123,9738004;14;0;0;1;0;7;0;10;12;4;7;3;0;3;7;3;10;6;569,22
29-Cu-66;37;29;127;49;48;30;5,5;5,484848485;3,484848485;126,534041;14;0;0;1;0;8;0;11;12;4;7;3;0;3;6;4;9;7;576,286
29-Cu-67;38;29;129;49;49;31;5,47761194;5,447761194;3,47761194;129,375698;14;0;0;1;0;9;0;12;12;4;7;3;0;3;4;6;9;7;585,417
29-Cu-67-m 3,464 MeV;38;29;129;49;49;31;5,52238806;5,52238806;3,47761194;129,4810832;14;0;0;1;0;9;0;12;12;4;7;3;0;3;4;6;9;7;581,954
29-Cu-68;39;29;131;49;50;32;5,5;5,485294118;3,470588235;132,3654935;14;0;0;1;0;10;0;13;12;4;7;3;0;3;2;8;9;7;591,738
29-Cu-68-m 0,722 MeV;39;29;131;50;49;32;5,441176471;5,426470588;3,470588235;132,202331;14;0;0;1;0;10;0;13;12;4;7;3;0;3;3;6;10;7;591,016
29-Cu-69;40;29;133;50;50;33;5,463768116;5,463768116;3,463768116;135,2292358;14;0;0;1;0;11;0;14;12;4;7;3;0;3;1;8;10;7;599,979
29-Cu-70;41;29;135;51;50;34;5,5;5,485714286;3,457142857;138,1969533;14;0;0;1;0;12;0;15;12;4;7;3;0;3;0;8;11;7;605,29
29-Cu-70-m 0,101 MeV;41;29;134;50;50;34;5,471428571;5,457142857;3,428571429;135,922118;14;0;0;1;0;12;1;14;12;4;7;3;0;3;1;8;9;8;605,29
29-Cu-70-m 0,243 MeV;41;29;134;50;50;34;5,457142857;5,471428571;3,428571429;135,9374508;14;0;0;1;0;12;1;14;12;4;7;3;0;3;1;8;9;8;605,29
29-Cu-71;42;29;137;51;51;35;5,492957746;5,492957746;3,478873239;138,9131835;14;0;1;0;0;12;0;16;12;4;7;3;0;2;1;8;10;8;613,097
29-Cu-72;43;29;139;51;52;36;5,486111111;5,472222222;3,5;140,4547687;14;0;1;0;0;13;0;17;12;4;7;3;0;2;0;9;9;9;618,24
29-Cu-73;44;29;141;52;52;37;5,465753425;5,465753425;3,520547945;141,9786728;14;0;1;0;0;14;0;18;12;4;7;3;0;2;0;8;9;10;625,516
29-Cu-74;45;29;142;52;52;38;5,472972973;5,459459459;3,486486486;142,6799792;14;0;1;0;0;15;1;18;12;4;7;3;0;2;0;8;8;11;630,606
29-Cu-75;46;29;143;52;52;39;5,466666667;5,466666667;3,453333333;143,3980725;14;0;1;0;0;16;2;18;12;4;7;3;0;2;0;8;7;12;636,772
29-Cu-76;47;29;144;52;52;40;5,447368421;5,447368421;3,434210526;145,4152973;14;0;1;0;0;17;3;18;12;4;7;3;0;2;0;8;6;13;641,719
29-Cu-77;48;29;145;52;52;41;5,467532468;5,467532468;3,415584416;147,6425317;14;0;1;0;0;18;4;18;12;4;7;3;0;2;0;8;5;14;647,415
29-Cu-78;49;29;146;52;52;42;5,5;5,435897436;3,41025641;151,1593765;14;0;1;0;0;19;5;18;12;4;7;3;0;1;1;8;5;14;651,586
29-Cu-79;50;29;147;52;52;43;5,46835443;5,46835443;3,405063291;154,7159312;14;0;1;0;0;20;6;18;12;4;7;3;0;0;2;8;5;14;657,258
29-Cu-80;51;29;148;52;53;43;5,475;5,425;3,4125;158,1669705;14;0;1;0;0;21;7;18;12;4;7;3;0;0;2;7;6;14;659,429
30-Zn-54;24;30;96;40;38;18;5,5;5,5;3,777777778;102,6253819;12;0;0;0;6;0;0;2;10;2;6;4;2;6;12;6;2;2;418,987
30-Zn-55;25;30;100;41;40;19;5,472727273;5,490909091;3,763636364;104,1862223;12;1;0;0;4;0;0;2;10;3;6;4;2;4;14;4;4;2;435,359
30-Zn-56;26;30;104;42;42;20;5,5;5,5;3,75;105,7876595;12;2;0;0;2;0;0;2;10;4;6;4;2;2;16;2;6;2;454,23
30-Zn-57;27;30;107;43;43;21;5,526315789;5,473684211;3,736842105;107,8848743;13;1;0;0;2;0;0;2;11;4;6;4;2;2;14;3;7;2;469,402
30-Zn-58;28;30;110;44;44;22;5,5;5,5;3,724137931;110,0303002;14;0;0;0;2;0;0;2;12;4;6;4;2;2;12;4;8;2;486,973
30-Zn-59;29;30;113;45;45;23;5,491525424;5,491525424;3,694915254;110,7269853;14;1;0;0;0;0;0;2;13;4;6;4;0;4;12;4;7;3;500,005
30-Zn-60;30;30;116;46;46;24;5,5;5,5;3,666666667;111,4445138;15;0;0;0;0;0;0;2;14;4;6;4;0;2;14;4;6;4;515,004
30-Zn-61;31;30;118;46;47;25;5,508196721;5,475409836;3,639344262;113,0070448;15;0;0;0;0;1;0;3;14;4;6;4;0;2;13;4;7;4;525,233
30-Zn-61-m 0,088 MeV;31;30;118;46;47;25;5,491803279;5,524590164;3,639344262;113,0070448;15;0;0;0;0;1;0;3;14;4;6;4;0;2;13;4;7;4;525,145
30-Zn-61-m 0,418 MeV;31;30;118;47;46;25;5,475409836;5,508196721;3,639344262;113,0070448;15;0;0;0;0;1;0;3;14;4;6;4;0;2;13;4;7;4;524,815
30-Zn-61-m 0,756 MeV;31;30;118;47;46;25;5,524590164;5,491803279;3,639344262;113,0070448;15;0;0;0;0;1;0;3;14;4;6;4;0;2;13;4;7;4;524,477
30-Zn-62;32;30;120;46;48;26;5,5;5,5;3,612903226;114,6067914;15;0;0;0;0;2;0;4;14;4;6;4;0;2;12;4;8;4;538,13
30-Zn-63;33;30;122;47;48;27;5,476190476;5,507936508;3,587301587;116,1699434;15;0;0;0;0;3;0;5;14;4;6;4;0;2;12;2;10;4;547,244
30-Zn-64;34;30;124;48;48;28;5,5;5,5;3,5625;117,7690691;15;0;0;0;0;4;0;6;14;4;6;4;0;2;12;0;12;4;559,105
30-Zn-65;35;30;126;48;49;29;5,507692308;5,461538462;3,553846154;120,2968546;15;0;0;0;0;5;0;7;14;4;6;4;0;2;11;1;11;5;567,086
30-Zn-66;36;30;128;48;50;30;5,5;5,5;3,545454545;122,8680886;15;0;0;0;0;6;0;8;14;4;6;4;0;2;10;2;10;6;578,145
30-Zn-67;37;30;130;49;50;31;5,462686567;5,507462687;3,537313433;125,3964993;15;0;0;0;0;7;0;9;14;4;6;4;0;2;9;3;9;7;585,197
30-Zn-68;38;30;132;50;50;32;5,5;5,5;3,529411765;127,9671081;15;0;0;0;0;8;0;10;14;4;6;4;0;2;8;4;8;8;595,396
30-Zn-69;39;30;134;50;51;33;5,47826087;5,463768116;3,52173913;130,8624214;15;0;0;0;0;9;0;11;14;4;6;4;0;2;6;6;8;8;601,878
30-Zn-69-m 0,439 MeV;39;30;134;50;51;33;5,52173913;5,536231884;3,52173913;130,8624214;15;0;0;0;0;9;0;11;14;4;6;4;0;2;6;6;8;8;601,439
30-Zn-70;40;30;136;50;52;34;5,5;5,5;3,514285714;133,79806;15;0;0;0;0;10;0;12;14;4;6;4;0;2;4;8;8;8;611,096
30-Zn-71;41;30;138;51;52;35;5,464788732;5,478873239;3,507042254;136,6934648;15;0;0;0;0;11;0;13;14;4;6;4;0;2;3;8;9;8;616,93
30-Zn-71-m 0,158 MeV;41;30;138;51;52;35;5,535211268;5,521126761;3,507042254;136,6934648;15;0;0;0;0;11;0;13;14;4;6;4;0;2;3;8;9;8;616,772
30-Zn-72;42;30;140;52;52;36;5,5;5,5;3,5;139,6290119;15;0;0;0;0;12;0;14;14;4;6;4;0;2;2;8;10;8;625,806
30-Zn-73;43;30;142;52;53;37;5,493150685;5,479452055;3,520547945;141,1943029;15;0;0;0;0;13;0;15;14;4;6;4;0;2;1;9;9;9;631,156
30-Zn-73-m ;43;30;142;52;53;37;5,506849315;5,520547945;3,520547945;141,1943029;15;0;0;0;0;13;0;15;14;4;6;4;0;2;1;9;9;9;631,156
30-Zn-74;44;30;144;52;54;38;5,5;5,5;3,540540541;142,7912896;15;0;0;0;0;14;0;16;14;4;6;4;0;2;0;10;8;10;639,528
30-Zn-75;45;30;146;53;54;39;5,48;5,493333333;3,56;144,3570322;15;0;0;0;0;15;0;17;14;4;6;4;0;2;0;9;8;11;644,359
30-Zn-76;46;30;148;54;54;40;5,5;5,5;3,578947368;145,9535672;15;0;0;0;0;16;0;18;14;4;6;4;0;2;0;8;8;12;652,101
30-Zn-77;47;30;149;54;54;41;5,506493506;5,493506494;3,545454545;146,65259;15;0;0;0;0;17;1;18;14;4;6;4;0;2;0;8;7;13;656,752
30-Zn-77-m 0,772 MeV;47;30;149;54;54;41;5,493506494;5,506493506;3,545454545;146,65259;15;0;0;0;0;17;1;18;14;4;6;4;0;2;0;8;7;13;655,982
30-Zn-78;48;30;150;54;54;42;5,5;5,5;3,512820513;147,3677808;15;0;0;0;0;18;2;18;14;4;6;4;0;2;0;8;6;14;663,444
30-Zn-79;49;30;151;54;54;43;5,481012658;5,481012658;3,493670886;149,4724466;15;0;0;0;0;19;3;18;14;4;6;4;0;2;0;8;5;15;667,575
30-Zn-80;50;30;152;54;54;44;5,5;5,5;3,475;151,6104215;15;0;0;0;0;20;4;18;14;4;6;4;0;2;0;8;4;16;674,087
30-Zn-81;51;30;153;54;54;45;5,530864198;5,469135802;3,469135802;155,1280291;15;0;0;0;0;21;5;18;14;4;6;4;0;1;1;8;4;16;676,418
30-Zn-82;52;30;154;54;54;46;5,5;5,5;3,463414634;158,6814893;15;0;0;0;0;22;6;18;14;4;6;4;0;0;2;8;4;16;680,89
30-Zn-83;53;30;155;54;55;46;5,506024096;5,457831325;3,469879518;162,1995496;15;0;0;0;0;23;7;18;14;4;6;4;0;0;2;7;5;16;682,761
31-Ga-56;25;31;101;41;40;20;5,5;5,446428571;3,821428571;105,7131267;12;0;0;1;6;0;0;2;10;3;5;5;2;6;12;7;1;3;432,448
31-Ga-57;26;31;105;42;42;21;5,473684211;5,438596491;3,807017544;107,253688;12;1;0;1;4;0;0;2;10;4;5;5;2;4;14;5;3;3;451,719
31-Ga-58;27;31;109;43;44;22;5,5;5,448275862;3,793103448;108,8785923;12;2;0;1;2;0;0;2;10;5;5;5;2;2;16;3;5;3;467,881
31-Ga-59;28;31;112;44;45;23;5,525423729;5,423728814;3,779661017;110,9182104;13;1;0;1;2;0;0;2;11;5;5;5;2;2;14;4;6;3;486,082
31-Ga-60;29;31;115;45;46;24;5,5;5,45;3,766666667;113,1233353;14;0;0;1;2;0;0;2;12;5;5;5;2;2;12;5;7;3;500,034
31-Ga-61;30;31;118;46;47;25;5,491803279;5,442622951;3,737704918;113,7805055;14;1;0;1;0;0;0;2;13;5;5;5;0;4;12;5;6;4;515,195
31-Ga-62;31;31;121;47;48;26;5,5;5,451612903;3,709677419;114,5406394;15;0;0;1;0;0;0;2;14;5;5;5;0;2;14;5;5;5;528,177
31-Ga-63;32;31;123;47;49;27;5,507936508;5,428571429;3,682539683;116,0388959;15;0;0;1;0;1;0;3;14;5;5;5;0;2;13;5;6;5;540,795
31-Ga-64;33;31;125;47;50;28;5,5;5,453125;3,65625;117,7043452;15;0;0;1;0;2;0;4;14;5;5;5;0;2;12;5;7;5;551,154
31-Ga-65;34;31;127;48;50;29;5,476923077;5,461538462;3,630769231;119,2911399;15;0;0;1;0;3;0;5;14;5;5;5;0;2;12;3;9;5;563,049
31-Ga-66;35;31;129;49;50;30;5,5;5,454545455;3,606060606;120,8690473;15;0;0;1;0;4;0;6;14;5;5;5;0;2;12;1;11;5;572,187
31-Ga-67;36;31;131;49;51;31;5,507462687;5,417910448;3,597014925;123,3216021;15;0;0;1;0;5;0;7;14;5;5;5;0;2;11;2;10;6;583,413
31-Ga-68;37;31;133;49;52;32;5,5;5,455882353;3,588235294;125,9692439;15;0;0;1;0;6;0;8;14;5;5;5;0;2;10;3;9;7;591,692
31-Ga-69;38;31;135;50;52;33;5,463768116;5,463768116;3,579710145;128,5158374;15;0;0;1;0;7;0;9;14;5;5;5;0;2;9;4;8;8;602,005
31-Ga-70;39;31;137;51;52;34;5,5;5,457142857;3,571428571;131,0700746;15;0;0;1;0;8;0;10;14;5;5;5;0;2;8;5;7;9;609,659
31-Ga-71;40;31;139;51;53;35;5,478873239;5,422535211;3,563380282;133,8999399;15;0;0;1;0;9;0;11;14;5;5;5;0;2;6;7;7;9;618,961
31-Ga-72;41;31;141;51;54;36;5,5;5,458333333;3,555555556;136,9022366;15;0;0;1;0;10;0;12;14;5;5;5;0;2;4;9;7;9;625,481
31-Ga-73;42;31;143;52;54;37;5,465753425;5,438356164;3,547945205;139,7603611;15;0;0;1;0;11;0;13;14;5;5;5;0;2;3;9;8;9;634,663
31-Ga-74;43;31;145;53;54;38;5,5;5,459459459;3,540540541;142,7346215;15;0;0;1;0;12;0;14;14;5;5;5;0;2;2;9;9;9;641,085
31-Ga-74-m 0,060 MeV;43;31;144;52;54;38;5,472972973;5,432432432;3,513513514;140,4375433;15;0;0;1;0;12;1;13;14;5;5;5;0;2;3;9;7;10;641,025
31-Ga-75;44;31;147;53;55;39;5,506666667;5,48;3,56;144,3568321;15;0;0;1;0;13;0;15;14;5;5;5;0;2;1;10;8;10;649,571
31-Ga-76;45;31;149;54;55;40;5,486842105;5,473684211;3,578947368;145,9230088;15;0;0;1;0;14;0;16;14;5;5;5;0;2;1;9;8;11;655,475
31-Ga-77;46;31;151;55;55;41;5,506493506;5,480519481;3,597402597;147,5196427;15;0;0;1;0;15;0;17;14;5;5;5;0;2;1;8;8;12;663,242
31-Ga-78;47;31;153;56;55;42;5,525641026;5,461538462;3,615384615;149,5939905;15;0;1;0;0;15;0;18;14;5;5;5;0;2;0;9;7;13;669,028
31-Ga-79;48;31;155;56;56;43;5,53164557;5,430379747;3,632911392;152,0596856;15;0;1;0;0;16;0;19;14;5;5;5;0;2;0;7;9;13;675,903
31-Ga-80;49;31;156;56;56;44;5,5375;5,425;3,6;152,6819445;15;0;1;0;0;17;1;19;14;5;5;5;0;2;0;7;8;14;680,604
31-Ga-81;50;31;157;56;56;45;5,530864198;5,432098765;3,567901235;153,4766417;15;0;1;0;0;18;2;19;14;5;5;5;0;2;0;7;7;15;687,516
31-Ga-82;51;31;158;56;56;46;5,512195122;5,414634146;3,548780488;155,5514264;15;0;1;0;0;19;3;19;14;5;5;5;0;2;0;7;6;16;690,707
31-Ga-83;52;31;159;56;56;47;5,530120482;5,43373494;3,530120482;157,7231897;15;0;1;0;0;20;4;19;14;5;5;5;0;2;0;7;5;17;695,079
31-Ga-84;53;31;160;56;56;48;5,55952381;5,404761905;3,523809524;161,1362134;15;0;1;0;0;21;5;19;14;5;5;5;0;1;1;7;5;17;697,85
31-Ga-85;54;31;161;56;56;49;5,529411765;5,435294118;3,517647059;164,7960485;15;0;1;0;0;22;6;19;14;5;5;5;0;0;2;7;5;17;701,922
31-Ga-86;55;31;162;56;57;49;5,534883721;5,395348837;3,523255814;168,2096449;15;0;1;0;0;23;7;19;14;5;5;5;0;0;2;7;4;18;704,294
32-Ge-58;26;32;106;42;42;22;5,5;5,5;3,862068966;108,9499372;11;4;0;0;2;0;0;2;10;4;4;6;2;6;12;8;0;4;451,508
32-Ge-59;27;32;110;43;44;23;5,474576271;5,491525424;3,847457627;110,5123645;12;3;0;0;2;0;0;2;10;5;4;6;2;4;14;6;2;4;468,18
32-Ge-60;28;32;114;44;46;24;5,5;5,5;3,833333333;112,1122149;13;2;0;0;2;0;0;2;10;6;4;6;2;2;16;4;4;4;487,021
32-Ge-61;29;32;117;45;47;25;5,524590164;5,475409836;3,819672131;114,2109723;14;1;0;0;2;0;0;2;11;6;4;6;2;2;14;5;5;4;501,023
32-Ge-62;30;32;120;46;48;26;5,5;5,5;3,806451613;116,3548555;15;0;0;0;2;0;0;2;12;6;4;6;2;2;12;6;6;4;517,634
32-Ge-63;31;32;123;47;49;27;5,492063492;5,492063492;3,777777778;117,052189;15;1;0;0;0;0;0;2;13;6;4;6;0;4;12;6;5;5;530,376
32-Ge-64;32;32;126;48;50;28;5,5;5,5;3,75;117,7690691;16;0;0;0;0;0;0;2;14;6;4;6;0;2;14;6;4;6;545,887
32-Ge-65;33;32;128;48;51;29;5,507692308;5,476923077;3,723076923;119,3324576;16;0;0;0;0;1;0;3;14;6;4;6;0;2;13;6;5;6;556,019
32-Ge-66;34;32;130;48;52;30;5,5;5,5;3,696969697;120,9313468;16;0;0;0;0;2;0;4;14;6;4;6;0;2;12;6;6;6;569,3
32-Ge-67;35;32;132;49;52;31;5,47761194;5,507462687;3,671641791;122,4957509;16;0;0;0;0;3;0;5;14;6;4;6;0;2;12;4;8;6;578,409
32-Ge-68;36;32;134;50;52;32;5,5;5,5;3,647058824;124,0936244;16;0;0;0;0;4;0;6;14;6;4;6;0;2;12;2;10;6;590,803
32-Ge-69;37;32;136;50;53;33;5,507246377;5,463768116;3,637681159;126,6219388;16;0;0;0;0;5;0;7;14;6;4;6;0;2;11;3;9;7;598,996
32-Ge-70;38;32;138;50;54;34;5,5;5,5;3,628571429;129,1926439;16;0;0;0;0;6;0;8;14;6;4;6;0;2;10;4;8;8;610,53
32-Ge-71;39;32;140;51;54;35;5,464788732;5,507042254;3,61971831;131,722759;16;0;0;0;0;7;0;9;14;6;4;6;0;2;9;5;7;9;617,946
32-Ge-72;40;32;142;52;54;36;5,5;5,5;3,611111111;134,2916635;16;0;0;0;0;8;0;10;14;6;4;6;0;2;8;6;6;10;628,695
32-Ge-73;41;32;144;52;55;37;5,479452055;5,465753425;3,602739726;137,1875669;16;0;0;0;0;9;0;11;14;6;4;6;0;2;6;8;6;10;635,479
32-Ge-73-m 0,067 MeV;41;32;144;52;55;37;5,520547945;5,534246575;3,602739726;137,1875669;16;0;0;0;0;9;0;11;14;6;4;6;0;2;6;8;6;10;635,412
32-Ge-74;42;32;146;52;56;38;5,5;5,5;3,594594595;140,1226153;16;0;0;0;0;10;0;12;14;6;4;6;0;2;4;10;6;10;645,675
32-Ge-75;43;32;148;53;56;39;5,466666667;5,48;3,586666667;143,0193466;16;0;0;0;0;11;0;13;14;6;4;6;0;2;3;10;7;10;652,181
32-Ge-75-m 0,140 MeV;43;32;148;53;56;39;5,533333333;5,52;3,586666667;143,0193466;16;0;0;0;0;11;0;13;14;6;4;6;0;2;3;10;7;10;652,041
32-Ge-76;44;32;150;54;56;40;5,5;5,5;3,578947368;145,9535672;16;0;0;0;0;12;0;14;14;6;4;6;0;2;2;10;8;10;661,609
32-Ge-77;45;32;152;55;56;41;5,480519481;5,493506494;3,597402597;147,5198326;16;0;0;0;0;13;0;15;14;6;4;6;0;2;2;9;8;11;667,681
32-Ge-77-m 0,160 MeV;45;32;152;55;56;41;5,519480519;5,506493506;3,597402597;147,5198326;16;0;0;0;0;13;0;15;14;6;4;6;0;2;2;9;8;11;667,681
32-Ge-78;46;32;154;56;56;42;5,5;5,5;3,615384615;149,1158449;16;0;0;0;0;14;0;16;14;6;4;6;0;2;2;8;8;12;676,401
32-Ge-79;47;32;156;57;56;43;5,518987342;5,481012658;3,632911392;151,2198015;16;0;0;0;0;15;0;17;14;6;4;6;0;2;1;9;7;13;682,1
32-Ge-79-m 0,186 MeV;47;32;156;57;56;43;5,481012658;5,518987342;3,632911392;151,2198015;16;0;0;0;0;15;0;17;14;6;4;6;0;2;1;9;7;13;681,91
32-Ge-80;48;32;158;58;56;44;5,5;5,5;3,65;153,3584856;16;0;0;0;0;16;0;18;14;6;4;6;0;2;0;10;6;14;690,202
32-Ge-81;49;32;160;58;57;45;5,50617284;5,469135802;3,666666667;155,8894975;16;0;0;0;0;17;0;19;14;6;4;6;0;2;0;8;8;14;695,053
32-Ge-81-m 0,679 MeV;49;32;160;58;57;45;5,49382716;5,530864198;3,666666667;155,8894975;16;0;0;0;0;17;0;19;14;6;4;6;0;2;0;8;8;14;694,373
32-Ge-82;50;32;162;58;58;46;5,5;5,5;3,682926829;158,4575051;16;0;0;0;0;18;0;20;14;6;4;6;0;2;0;6;10;14;702,445
32-Ge-83;51;32;163;58;58;47;5,506024096;5,493975904;3,65060241;159,1570565;16;0;0;0;0;19;1;20;14;6;4;6;0;2;0;6;9;15;705,796
32-Ge-84;52;32;164;58;58;48;5,5;5,5;3,619047619;159,8717187;16;0;0;0;0;20;2;20;14;6;4;6;0;2;0;6;8;16;711,168
32-Ge-85;53;32;165;58;58;49;5,482352941;5,482352941;3,6;161,9776691;16;0;0;0;0;21;3;20;14;6;4;6;0;2;0;6;7;17;714,139
32-Ge-86;54;32;166;58;58;50;5,5;5,5;3,581395349;164,1143594;16;0;0;0;0;22;4;20;14;6;4;6;0;2;0;6;6;18;718,911
32-Ge-87;55;32;167;58;58;51;5,528735632;5,471264368;3,574712644;167,6319611;16;0;0;0;0;23;5;20;14;6;4;6;0;1;1;6;6;18;721,383
32-Ge-88;56;32;168;58;58;52;5,5;5,5;3,568181818;171,1854272;16;0;0;0;0;24;6;20;14;6;4;6;0;0;2;6;6;18;725,354
32-Ge-89;57;32;169;58;59;52;5,505617978;5,460674157;3,573033708;174,7033861;16;0;0;0;0;25;7;20;14;6;4;6;0;0;2;6;5;19;727,026
33-As-60;27;33;111;44;43;24;5,45;5,5;3,9;112,0450704;13;0;0;1;6;0;0;2;11;3;4;7;2;6;13;6;2;4;464,869
33-As-61;28;33;115;45;45;25;5,426229508;5,491803279;3,885245902;113,5427706;13;1;0;1;4;0;0;2;11;4;4;7;2;4;15;5;2;5;484,64
33-As-62;29;33;119;46;47;26;5,451612903;5,5;3,870967742;115,2087952;13;2;0;1;2;0;0;2;11;5;4;7;2;2;17;3;4;5;499,612
33-As-63;30;33;122;47;48;27;5,476190476;5,476190476;3,857142857;117,3637853;14;1;0;1;2;0;0;2;12;5;4;7;2;2;15;4;5;5;516,483
33-As-64;31;33;125;48;49;28;5,453125;5,5;3,84375;119,4532151;15;0;0;1;2;0;0;2;13;5;4;7;2;2;13;5;6;5;530,255
33-As-65;32;33;128;49;50;29;5,446153846;5,492307692;3,815384615;120,1136129;15;1;0;1;0;0;0;2;14;5;4;7;0;4;13;5;5;6;545,826
33-As-66;33;33;131;50;51;30;5,454545455;5,5;3,787878788;120,8700925;16;0;0;1;0;0;0;2;15;5;4;7;0;2;15;5;4;7;558,398
33-As-67;34;33;134;51;52;31;5,432835821;5,52238806;3,805970149;122,9225343;16;0;1;0;0;0;0;2;16;5;4;7;0;2;13;7;3;8;571,619
33-As-68;35;33;136;51;53;32;5,441176471;5,5;3,779411765;124,5424657;16;0;1;0;0;1;0;3;16;5;4;7;0;2;12;7;4;8;581,941
