Z-XX-A-m;n;p;Svyazey;X;Y;Z;centrX;centrY;centrZ;Centrobeg;He4;He3;H3;H2;p;n;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;Binding
88-Ra-216-m 1,508 MeV;128;88;480;163;165;152;5,481481481;5,490740741;4,907407407;543,8966152;44;0;0;0;0;40;0;42;24;24;0;38;0;2;3;2;27;54;1669,79
88-Ra-216-m 1,711 MeV;128;88;480;163;165;152;5,49537037;5,513888889;4,907407407;543,9071557;44;0;0;0;0;40;0;42;24;24;0;38;0;2;3;2;27;54;1669,587
88-Ra-216-m 2,026 MeV;128;88;480;164;164;152;5,476851852;5,49537037;4,907407407;543,8900523;44;0;0;0;0;40;0;42;24;24;0;38;0;2;3;2;27;54;1669,272
88-Ra-217;129;88;482;164;165;153;5,493087558;5,488479263;4,917050691;546,4592251;44;0;0;0;0;41;0;43;24;24;0;38;0;2;3;1;27;55;1676,773
88-Ra-218;130;88;484;164;166;154;5,5;5,5;4,926605505;549,3828221;44;0;0;0;0;42;0;44;24;24;0;38;0;2;2;2;26;56;1684,081
88-Ra-219;131;88;486;165;166;155;5,488584475;5,493150685;4,936073059;552,2902166;44;0;0;0;0;43;0;45;24;24;0;38;0;2;2;1;26;57;1689,409
88-Ra-220;132;88;488;166;166;156;5,5;5,5;4,945454545;555,213774;44;0;0;0;0;44;0;46;24;24;0;38;0;2;2;0;26;58;1696,602
88-Ra-221;133;88;490;166;167;157;5,502262443;5,49321267;4,959276018;556,789247;44;0;0;0;0;45;0;47;24;24;0;38;0;2;1;1;25;59;1701,983
88-Ra-222;134;88;492;166;168;158;5,5;5,5;4,972972973;558,3760517;44;0;0;0;0;46;0;48;24;24;0;38;0;2;0;2;24;60;1708,697
88-Ra-223;135;88;494;167;168;159;5,493273543;5,502242152;4,986547085;559,9515826;44;0;0;0;0;47;0;49;24;24;0;38;0;2;0;1;24;61;1713,855
88-Ra-224;136;88;496;168;168;160;5,5;5,5;5;561,5383293;44;0;0;0;0;48;0;50;24;24;0;38;0;2;0;0;24;62;1720,334
88-Ra-225;137;88;497;168;168;161;5,502222222;5,497777778;4,982222222;562,242582;44;0;0;0;0;49;1;50;24;24;0;38;0;2;0;0;23;63;1725,239
88-Ra-226;138;88;498;168;168;162;5,5;5,5;4,96460177;562,9525429;44;0;0;0;0;50;2;50;24;24;0;38;0;2;0;0;22;64;1731,635
88-Ra-227;139;88;499;168;168;163;5,49339207;5,49339207;4,95154185;565,0673108;44;0;0;0;0;51;3;50;24;24;0;38;0;2;0;0;21;65;1736,197
88-Ra-228;140;88;500;168;168;164;5,5;5,5;4,938596491;567,1951836;44;0;0;0;0;52;4;50;24;24;0;38;0;2;0;0;20;66;1742,505
88-Ra-229;141;88;501;168;168;165;5,510917031;5,489082969;4,930131004;570,7223548;44;0;0;0;0;53;5;50;24;24;0;38;0;2;0;0;19;67;1746,957
88-Ra-230;142;88;502;168;168;166;5,5;5,5;4,92173913;574,2662514;44;0;0;0;0;54;6;50;24;24;0;38;0;2;0;0;18;68;1753,073
88-Ra-231;143;88;503;168;168;167;5,484848485;5,484848485;4,917748918;579,2093823;44;0;0;0;0;55;7;50;24;24;0;38;0;1;1;0;18;68;1757,262
88-Ra-232;144;88;504;168;168;168;5,5;5,5;4,913793103;584,1657463;44;0;0;0;0;56;8;50;24;24;0;38;0;0;2;0;18;68;1763,133
88-Ra-233;145;88;505;168;169;168;5,502145923;5,480686695;4,91416309;588,685644;44;0;0;0;0;57;9;50;24;24;0;38;0;0;2;0;17;69;1767,005
88-Ra-234;146;88;506;168;170;168;5,5;5,5;4,914529915;593,2211315;44;0;0;0;0;58;10;50;24;24;0;38;0;0;2;0;16;70;1772,676
89-Ac-206;117;89;462;159;161;142;5,475728155;5,466019417;4,849514563;505,3187077;44;0;1;0;0;27;0;29;26;22;2;38;0;2;5;18;13;51;1579,581
89-Ac-206-m ;117;89;462;159;161;142;5,509708738;5,461165049;4,849514563;505,3216404;44;0;1;0;0;27;0;29;26;22;2;38;0;2;5;18;13;51;1579,581
89-Ac-207;118;89;464;160;161;143;5,492753623;5,463768116;4,855072464;508,8648372;44;0;1;0;0;28;0;30;26;22;2;38;0;2;5;16;15;51;1590,033
89-Ac-208;119;89;466;160;162;144;5,485576923;5,447115385;4,860576923;512,6143026;44;0;1;0;0;29;0;31;26;22;2;38;0;2;5;15;15;52;1598,474
89-Ac-208-m 0,506 MeV;119;89;466;160;162;144;5,5;5,480769231;4,860576923;512,7138837;44;0;1;0;0;29;0;31;26;22;2;38;0;2;5;14;17;51;1597,964
89-Ac-209;120;89;468;160;163;145;5,492822967;5,464114833;4,866028708;516,4809035;44;0;1;0;0;30;0;32;26;22;2;38;0;2;5;13;17;52;1608,466
89-Ac-210;121;89;470;161;163;146;5,476190476;5,457142857;4,871428571;520,2525545;44;0;1;0;0;31;0;33;26;22;2;38;0;2;5;11;19;52;1616,587
89-Ac-211;122;89;472;162;163;147;5,492890995;5,464454976;4,876777251;524,0971906;44;0;1;0;0;32;0;34;26;22;2;38;0;2;5;9;21;52;1626,239
89-Ac-212;123;89;474;162;164;148;5,504716981;5,448113208;4,882075472;528,3530821;44;0;1;0;0;33;0;35;26;22;2;38;0;2;4;9;22;52;1634,24
89-Ac-213;124;89;476;162;165;149;5,492957746;5,464788732;4,887323944;532,699952;44;0;1;0;0;34;0;36;26;22;2;38;0;2;3;9;23;52;1643,442
89-Ac-214;125;89;478;163;165;150;5,476635514;5,476635514;4,892523364;537,0155801;44;0;1;0;0;35;0;37;26;22;2;38;0;2;3;7;25;52;1651,235
89-Ac-215;126;89;480;164;165;151;5,493023256;5,465116279;4,897674419;541,3027968;44;0;1;0;0;36;0;38;26;22;2;38;0;2;3;5;27;52;1659,723
89-Ac-216;127;89;482;164;166;152;5,490740741;5,476851852;4,907407407;543,8867087;44;0;1;0;0;37;0;39;26;22;2;38;0;2;3;4;27;53;1665,686
89-Ac-216-m 0,048 MeV;127;89;482;165;165;152;5,481481481;5,467592593;4,907407407;543,845823;44;0;1;0;0;37;0;39;26;22;2;38;0;2;3;4;27;53;1665,636
89-Ac-217;128;89;484;165;166;153;5,479262673;5,479262673;4,917050691;546,4235491;44;0;1;0;0;38;0;40;26;22;2;38;0;2;3;3;27;54;1673,171
89-Ac-218;129;89;486;166;166;154;5,490825688;5,47706422;4,926605505;548,9860816;44;0;1;0;0;39;0;41;26;22;2;38;0;2;3;2;27;55;1679,109
89-Ac-219;130;89;488;166;167;155;5,497716895;5,488584475;4,936073059;551,9246455;44;0;1;0;0;40;0;42;26;22;2;38;0;2;2;3;26;56;1686,451
89-Ac-220;131;89;490;167;167;156;5,486363636;5,481818182;4,945454545;554,8215209;44;0;1;0;0;41;0;43;26;22;2;38;0;2;2;2;26;57;1692,34
89-Ac-221;132;89;492;168;167;157;5,497737557;5,488687783;4,954751131;557,7556564;44;0;1;0;0;42;0;44;26;22;2;38;0;2;2;1;26;58;1699,644
89-Ac-222;133;89;494;168;168;158;5,5;5,481981982;4,968468468;559,3191732;44;0;1;0;0;43;0;45;26;22;2;38;0;2;1;2;25;59;1705,615
89-Ac-222-m ;133;89;494;168;168;158;5,495495495;5,495495495;4,968468468;559,343183;44;0;1;0;0;43;0;45;26;22;2;38;0;2;1;2;25;59;1705,615
89-Ac-223;134;89;496;168;169;159;5,497757848;5,488789238;4,98206278;560,9179881;44;0;1;0;0;44;0;46;26;22;2;38;0;2;0;3;24;60;1712,481
89-Ac-224;135;89;498;169;169;160;5,491071429;5,491071429;4,995535714;562,4953895;44;0;1;0;0;45;0;47;26;22;2;38;0;2;0;2;24;61;1718,144
89-Ac-225;136;89;500;170;169;161;5,497777778;5,488888889;5,008888889;564,080379;44;0;1;0;0;46;0;48;26;22;2;38;0;2;0;1;24;62;1724,812
89-Ac-226;137;89;501;170;169;162;5,5;5,486725664;4,991150442;564,7778745;44;0;1;0;0;47;1;48;26;22;2;38;0;2;0;1;23;63;1730,212
89-Ac-227;138;89;502;170;169;163;5,497797357;5,488986784;4,973568282;565,494748;44;0;1;0;0;48;2;48;26;22;2;38;0;2;0;1;22;64;1736,742
89-Ac-228;139;89;503;170;169;164;5,49122807;5,48245614;4,960526316;567,5980525;44;0;1;0;0;49;3;48;26;22;2;38;0;2;0;1;21;65;1741,769
89-Ac-229;140;89;504;170;169;165;5,497816594;5,489082969;4,947598253;569,7374365;44;0;1;0;0;50;4;48;26;22;2;38;0;2;0;1;20;66;1747,986
89-Ac-230;141;89;505;170;169;166;5,508695652;5,47826087;4,939130435;573,2556101;44;0;1;0;0;51;5;48;26;22;2;38;0;2;0;1;19;67;1753,008
89-Ac-231;142;89;506;170;169;167;5,497835498;5,489177489;4,930735931;576,8085577;44;0;1;0;0;52;6;48;26;22;2;38;0;2;0;1;18;68;1758,959
89-Ac-232;143;89;507;170;169;168;5,482758621;5,474137931;4,926724138;581,7373889;44;0;1;0;0;53;7;48;26;22;2;38;0;1;1;1;18;68;1763,801
89-Ac-233;144;89;508;170;169;169;5,497854077;5,489270386;4,922746781;586,7080893;44;0;1;0;0;54;8;48;26;22;2;38;0;0;2;1;18;68;1769,522
89-Ac-234;145;89;509;170;170;169;5,5;5,47008547;4,923076923;591,2117068;44;0;1;0;0;55;9;48;26;22;2;38;0;0;2;1;17;69;1773,994
89-Ac-235;146;89;510;170;171;169;5,49787234;5,489361702;4,923404255;595,763506;44;0;1;0;0;56;10;48;26;22;2;38;0;0;2;1;16;70;1779,465
89-Ac-236;147;89;511;171;171;169;5,478813559;5,491525424;4,923728814;600,2825459;44;0;1;0;0;57;11;48;26;22;2;38;0;0;2;1;15;71;1783,737
90-Th-209;119;90;470;161;164;145;5,483253589;5,502392344;4,880382775;513,4024578;44;0;2;0;0;27;0;29;28;20;4;38;0;2;4;18;14;52;1600,023
90-Th-210;120;90;472;162;164;146;5,5;5,5;4,885714286;516,9466254;44;0;2;0;0;28;0;30;28;20;4;38;0;2;4;16;16;52;1610,555
90-Th-211;121;90;474;162;165;147;5,492890995;5,483412322;4,890995261;520,74574;44;0;2;0;0;29;0;31;28;20;4;38;0;2;4;15;16;53;1618,756
90-Th-212;122;90;476;162;166;148;5,5;5,5;4,896226415;524,5623985;44;0;2;0;0;30;0;32;28;20;4;38;0;2;4;14;16;54;1628,647
90-Th-213;123;90;478;163;166;149;5,483568075;5,492957746;4,901408451;528,3617443;44;0;2;0;0;31;0;33;28;20;4;38;0;2;4;12;18;54;1636,689
90-Th-214;124;90;480;164;166;150;5,5;5,5;4,906542056;532,1781716;44;0;2;0;0;32;0;34;28;20;4;38;0;2;4;10;20;54;1646,17
90-Th-215;125;90;482;164;167;151;5,511627907;5,48372093;4,911627907;536,4707904;44;0;2;0;0;33;0;35;28;20;4;38;0;2;3;10;21;54;1654,022
90-Th-216;126;90;484;164;168;152;5,5;5,5;4,916666667;540,7804969;44;0;2;0;0;34;0;36;28;20;4;38;0;2;2;10;22;54;1662,72
90-Th-216-m 2,040 MeV;126;90;484;165;167;152;5,49537037;5,49537037;4,916666667;540,7795939;44;0;2;0;0;34;0;36;28;20;4;38;0;2;2;10;22;54;1660,68
90-Th-217;127;90;486;165;168;153;5,483870968;5,511520737;4,921658986;545,0732122;44;0;2;0;0;35;0;37;28;20;4;38;0;2;2;8;24;54;1668,879
90-Th-217-m 0,674 MeV;127;90;486;165;168;153;5,516129032;5,488479263;4,921658986;545,0732122;44;0;2;0;0;35;0;37;28;20;4;38;0;2;2;8;24;54;1668,205
90-Th-218;128;90;488;166;168;154;5,5;5,5;4,926605505;549,3828221;44;0;2;0;0;36;0;38;28;20;4;38;0;2;2;6;26;54;1676,793
90-Th-219;129;90;490;167;168;155;5,488584475;5,502283105;4,936073059;551,9246724;44;0;2;0;0;37;0;39;28;20;4;38;0;2;2;5;26;55;1682,768
90-Th-220;130;90;492;168;168;156;5,5;5,5;4,945454545;554,4818416;44;0;2;0;0;38;0;40;28;20;4;38;0;2;2;4;26;56;1690,641
90-Th-221;131;90;494;169;168;157;5,488687783;5,49321267;4,954751131;557,3892997;44;0;2;0;0;39;0;41;28;20;4;38;0;2;2;3;26;57;1696,445
90-Th-222;132;90;496;170;168;158;5,5;5,5;4,963963964;560,3127935;44;0;2;0;0;40;0;42;28;20;4;38;0;2;2;2;26;58;1704,25
90-Th-223;133;90;498;170;169;159;5,502242152;5,493273543;4,977578475;561,8883089;44;0;2;0;0;41;0;43;28;20;4;38;0;2;1;3;25;59;1710,139
90-Th-224;134;90;500;170;170;160;5,5;5,5;4,991071429;563,4750712;44;0;2;0;0;42;0;44;28;20;4;38;0;2;0;4;24;60;1717,6
90-Th-225;135;90;502;171;170;161;5,493333333;5,502222222;5,004444444;565,0506579;44;0;2;0;0;43;0;45;28;20;4;38;0;2;0;3;24;61;1723,358
90-Th-226;136;90;504;172;170;162;5,5;5,5;5,017699115;566,6373489;44;0;2;0;0;44;0;46;28;20;4;38;0;2;0;2;24;62;1730,542
90-Th-227;137;90;505;172;170;163;5,502202643;5,497797357;5;567,3416268;44;0;2;0;0;45;1;46;28;20;4;38;0;2;0;2;23;63;1736,004
90-Th-228;138;90;506;172;170;164;5,5;5,5;4,98245614;568,0515624;44;0;2;0;0;46;2;46;28;20;4;38;0;2;0;2;22;64;1743,11
90-Th-229;139;90;507;172;170;165;5,493449782;5,493449782;4,969432314;570,1663737;44;0;2;0;0;47;3;46;28;20;4;38;0;2;0;2;21;65;1748,368
90-Th-230;140;90;508;172;170;166;5,5;5,5;4,956521739;572,2942031;44;0;2;0;0;48;4;46;28;20;4;38;0;2;0;2;20;66;1755,162
90-Th-231;141;90;509;172;170;167;5,510822511;5,489177489;4,948051948;575,8214496;44;0;2;0;0;49;5;46;28;20;4;38;0;2;0;2;19;67;1760,28
90-Th-232;142;90;510;172;170;168;5,5;5,5;4,939655172;579,3652709;44;0;2;0;0;50;6;46;28;20;4;38;0;2;0;2;18;68;1766,72
90-Th-233;143;90;511;172;170;169;5,484978541;5,484978541;4,935622318;584,308387;44;0;2;0;0;51;7;46;28;20;4;38;0;1;1;2;18;68;1771,507
90-Th-233-m 1,850 MeV;143;90;511;172;170;169;5,515021459;5,515021459;4,935622318;584,308387;44;0;2;0;0;51;7;46;28;20;4;38;0;1;1;2;18;68;1769,657
90-Th-234;144;90;512;172;170;170;5,5;5,5;4,931623932;589,2647659;44;0;2;0;0;52;8;46;28;20;4;38;0;0;2;2;18;68;1777,697
90-Th-235;145;90;513;172;171;170;5,50212766;5,480851064;4,931914894;593,784645;44;0;2;0;0;53;9;46;28;20;4;38;0;0;2;2;17;69;1782,123
90-Th-236;146;90;514;172;172;170;5,5;5,5;4,93220339;598,320151;44;0;2;0;0;54;10;46;28;20;4;38;0;0;2;2;16;70;1788,004
90-Th-237;147;90;515;173;172;170;5,481012658;5,502109705;4,932489451;602,8402058;44;0;2;0;0;55;11;46;28;20;4;38;0;0;2;2;15;71;1792,326
90-Th-238;148;90;516;174;172;170;5,5;5,5;4,932773109;607,3755361;44;0;2;0;0;56;12;46;28;20;4;38;0;0;2;2;14;72;1797,998
91-Pa-212;121;91;478;165;165;148;5,476415094;5,45754717;4,882075472;527,3240405;44;0;3;0;0;27;0;29;28;23;2;39;0;2;5;13;19;52;1618,345
91-Pa-213;122;91;480;166;165;149;5,492957746;5,464788732;4,887323944;531,1685361;44;0;3;0;0;28;0;30;28;23;2;39;0;2;5;11;21;52;1628,367
91-Pa-214;123;91;482;166;166;150;5,504672897;5,448598131;4,892523364;535,4245202;44;0;3;0;0;29;0;31;28;23;2;39;0;2;4;11;22;52;1636,608
91-Pa-215;124;91;484;166;167;151;5,493023256;5,465116279;4,897674419;539,7712958;44;0;3;0;0;30;0;32;28;23;2;39;0;2;3;11;23;52;1646,3
91-Pa-216;125;91;486;167;167;152;5,476851852;5,476851852;4,902777778;544,0869437;44;0;3;0;0;31;0;33;28;23;2;39;0;2;3;9;25;52;1654,441
91-Pa-217;126;91;488;168;167;153;5,493087558;5,465437788;4,907834101;548,3741372;44;0;3;0;0;32;0;34;28;23;2;39;0;2;3;7;27;52;1663,243
91-Pa-217-m 1,850 MeV;126;91;487;167;167;153;5,479262673;5,474654378;4,884792627;544,7897681;44;0;3;0;0;32;1;33;28;23;2;39;0;2;3;9;24;53;1661,393
91-Pa-218;127;91;490;168;168;154;5,490825688;5,47706422;4,917431193;550,9579081;44;0;3;0;0;33;0;35;28;23;2;39;0;2;3;6;27;53;1669,716
91-Pa-219;128;91;492;169;168;155;5,479452055;5,479452055;4,926940639;553,4948738;44;0;3;0;0;34;0;36;28;23;2;39;0;2;3;5;27;54;1677,936
91-Pa-220;129;91;494;170;168;156;5,490909091;5,477272727;4,936363636;556,0572773;44;0;3;0;0;35;0;37;28;23;2;39;0;2;3;4;27;55;1684,147
91-Pa-221;130;91;496;170;169;157;5,497737557;5,488687783;4,945701357;558,9957475;44;0;3;0;0;36;0;38;28;23;2;39;0;2;2;5;26;56;1692,219
91-Pa-222;131;91;498;171;169;158;5,486486486;5,481981982;4,954954955;561,8927225;44;0;3;0;0;37;0;39;28;23;2;39;0;2;2;4;26;57;1698,551
91-Pa-223;132;91;500;172;169;159;5,497757848;5,488789238;4,964125561;564,826758;44;0;3;0;0;38;0;40;28;23;2;39;0;2;2;3;26;58;1706,422
91-Pa-224;133;91;502;172;170;160;5,495535714;5,473214286;4,973214286;568,3372454;44;0;3;0;0;39;0;41;28;23;2;39;0;2;2;1;28;58;1712,944
91-Pa-225;134;91;504;172;171;161;5,497777778;5,466666667;4,986666667;569,8864337;44;0;3;0;0;40;0;42;28;23;2;39;0;2;1;2;27;59;1720,545
91-Pa-226;135;91;506;172;172;162;5,495575221;5,473451327;5;571,4997222;44;0;3;0;0;41;0;43;28;23;2;39;0;2;0;3;26;60;1726,924
91-Pa-227;136;91;508;173;172;163;5,488986784;5,475770925;5,013215859;573,0803963;44;0;3;0;0;42;0;44;28;23;2;39;0;2;0;2;26;61;1734,196
91-Pa-228;137;91;510;174;172;164;5,495614035;5,473684211;5,026315789;574,6625378;44;0;3;0;0;43;0;45;28;23;2;39;0;2;0;1;26;62;1740,176
91-Pa-229;138;91;511;174;172;165;5,497816594;5,471615721;5,008733624;575,3510069;44;0;3;0;0;44;1;45;28;23;2;39;0;2;0;1;25;63;1747,274
91-Pa-230;139;91;512;174;172;166;5,495652174;5,473913043;4,991304348;576,0774991;44;0;3;0;0;45;2;45;28;23;2;39;0;2;0;1;24;64;1753,069
91-Pa-231;140;91;513;174;172;167;5,489177489;5,467532468;4,978354978;578,1686204;44;0;3;0;0;46;3;45;28;23;2;39;0;2;0;1;23;65;1759,889
91-Pa-232;141;91;514;174;172;168;5,495689655;5,474137931;4,965517241;580,3203322;44;0;3;0;0;47;4;45;28;23;2;39;0;2;0;1;22;66;1765,439
91-Pa-233;142;91;515;174;172;169;5,506437768;5,463519313;4,957081545;583,8287115;44;0;3;0;0;48;5;45;28;23;2;39;0;2;0;1;21;67;1771,967
91-Pa-234;143;91;516;174;172;170;5,495726496;5,474358974;4,948717949;587,3916094;44;0;3;0;0;49;6;45;28;23;2;39;0;2;0;1;20;68;1777,188
91-Pa-234-m 0,074 MeV;143;91;516;174;172;170;5,491452991;5,448717949;4,952991453;588,7448547;44;0;3;0;0;49;6;45;28;23;2;39;0;1;1;1;21;67;1777,114
91-Pa-235;144;91;517;174;172;171;5,480851064;5,459574468;4,944680851;592,307951;44;0;3;0;0;50;7;45;28;23;2;39;0;1;1;1;20;68;1783,27
91-Pa-236;145;91;518;174;172;172;5,495762712;5,474576271;4,940677966;597,2912319;44;0;3;0;0;51;8;45;28;23;2;39;0;0;2;1;20;68;1788,322
91-Pa-237;146;91;519;174;173;172;5,497890295;5,455696203;4,94092827;601,7791445;44;0;3;0;0;52;9;45;28;23;2;39;0;0;2;1;19;69;1794,103
91-Pa-238;147;91;520;174;174;172;5,495798319;5,474789916;4,941176471;606,3467109;44;0;3;0;0;53;10;45;28;23;2;39;0;0;2;1;18;70;1799,045
91-Pa-239;148;91;521;175;174;172;5,476987448;5,476987448;4,941422594;610,8660945;44;0;3;0;0;54;11;45;28;23;2;39;0;0;2;1;17;71;1804,547
91-Pa-240;149;91;522;176;174;172;5,495833333;5,475;4,941666667;615,402322;44;0;3;0;0;55;12;45;28;23;2;39;0;0;2;1;16;72;1809,158
92-U-217;125;92;490;168;169;153;5,460829493;5,474654378;4,907834101;547,586481;44;0;4;0;0;29;0;31;29;23;3;39;0;2;3;10;25;52;1656,83
92-U-218;126;92;492;169;169;154;5,47706422;5,463302752;4,912844037;551,886418;44;0;4;0;0;30;0;32;29;23;3;39;0;2;3;8;27;52;1665,682
92-U-218-m 2,105 MeV;126;92;491;168;169;154;5,463302752;5,472477064;4,889908257;548,299883;44;0;4;0;0;30;1;31;29;23;3;39;0;2;3;10;24;53;1663,572
92-U-219;127;92;494;169;170;155;5,474885845;5,474885845;4,922374429;554,4691765;44;0;4;0;0;31;0;33;29;23;3;39;0;2;3;7;27;53;1672,463
92-U-220;128;92;496;170;170;156;5,463636364;5,477272727;4,931818182;556,9905069;44;0;4;0;0;32;0;34;29;23;3;39;0;2;3;6;27;54;1680,715
92-U-221;129;92;498;171;170;157;5,475113122;5,475113122;4,941176471;559,5686994;44;0;4;0;0;33;0;35;29;23;3;39;0;2;3;5;27;55;1687,226
92-U-222;130;92;500;171;171;158;5,481981982;5,486486486;4,95045045;562,5175155;44;0;4;0;0;34;0;36;29;23;3;39;0;2;2;6;26;56;1695,588
92-U-223;131;92;502;172;171;159;5,470852018;5,479820628;4,959641256;565,399279;44;0;4;0;0;35;0;37;29;23;3;39;0;2;2;5;26;57;1702,12
92-U-224;132;92;504;173;171;160;5,482142857;5,486607143;4,96875;568,3485267;44;0;4;0;0;36;0;38;29;23;3;39;0;2;2;4;26;58;1710,321
92-U-225;133;92;506;173;172;161;5,48;5,471111111;4,977777778;571,8545515;44;0;4;0;0;37;0;39;29;23;3;39;0;2;2;2;28;58;1716,726
92-U-226;134;92;508;173;173;162;5,482300885;5,46460177;4,991150442;573,4070037;44;0;4;0;0;38;0;40;29;23;3;39;0;2;1;3;27;59;1724,846
92-U-227;135;92;510;173;174;163;5,480176211;5,471365639;5,004405286;575,0174479;44;0;4;0;0;39;0;41;29;23;3;39;0;2;0;4;26;60;1731,224
92-U-228;136;92;512;174;174;164;5,473684211;5,473684211;5,01754386;576,5840248;44;0;4;0;0;40;0;42;29;23;3;39;0;2;0;3;26;61;1739,093
92-U-229;137;92;514;175;174;165;5,480349345;5,471615721;5,030567686;578,1805428;44;0;4;0;0;41;0;43;29;23;3;39;0;2;0;2;26;62;1745,179
92-U-230;138;92;515;175;174;166;5,482608696;5,469565217;5,013043478;578,8789557;44;0;4;0;0;42;1;43;29;23;3;39;0;2;0;2;25;63;1752,846
92-U-231;139;92;516;175;174;167;5,480519481;5,471861472;4,995670996;579,5964729;44;0;4;0;0;43;2;43;29;23;3;39;0;2;0;2;24;64;1758,725
92-U-232;140;92;517;175;174;168;5,474137931;5,465517241;4,982758621;581,6753685;44;0;4;0;0;44;3;43;29;23;3;39;0;2;0;2;23;65;1765,993
92-U-233;141;92;518;175;174;169;5,480686695;5,472103004;4,969957082;583,8392208;44;0;4;0;0;45;4;43;29;23;3;39;0;2;0;2;22;66;1771,755
92-U-234;142;92;519;175;174;170;5,491452991;5,461538462;4,961538462;587,3576188;44;0;4;0;0;46;5;43;29;23;3;39;0;2;0;2;21;67;1778,6
92-U-235;143;92;520;175;174;171;5,480851064;5,472340426;4,953191489;590,910692;44;0;4;0;0;47;6;43;29;23;3;39;0;2;0;2;20;68;1783,897
92-U-235-m ;143;92;520;175;174;171;5,476595745;5,446808511;4,957446809;592,2614099;44;0;4;0;0;47;6;43;29;23;3;39;0;1;1;2;21;67;1783,897
92-U-236;144;92;521;175;174;172;5,466101695;5,457627119;4,949152542;595,8147327;44;0;4;0;0;48;7;43;29;23;3;39;0;1;1;2;20;68;1790,443
92-U-236-m 2,750 MeV;144;92;521;175;174;172;5,495762712;5,487288136;4,949152542;595,8928843;44;0;4;0;0;48;7;43;29;23;3;39;0;1;1;2;20;68;1790,443
92-U-237;145;92;522;175;174;173;5,481012658;5,47257384;4,945147679;600,810286;44;0;4;0;0;49;8;43;29;23;3;39;0;0;2;2;20;68;1795,569
92-U-238;146;92;523;175;175;173;5,483193277;5,453781513;4,945378151;605,2984731;44;0;4;0;0;50;9;43;29;23;3;39;0;0;2;2;19;69;1801,724
92-U-239;147;92;524;175;176;173;5,481171548;5,472803347;4,945606695;609,8658707;44;0;4;0;0;51;10;43;29;23;3;39;0;0;2;2;18;70;1806,53
92-U-240;148;92;525;176;176;173;5,4625;5,475;4,945833333;614,3698935;44;0;4;0;0;52;11;43;29;23;3;39;0;0;2;2;17;71;1812,461
92-U-241;149;92;526;177;176;173;5,481327801;5,473029046;4,946058091;618,9215368;44;0;4;0;0;53;12;43;29;23;3;39;0;0;2;2;16;72;1817,047
92-U-242;150;92;527;177;177;173;5,475206612;5,454545455;4,946280992;623,6188175;44;0;4;0;0;54;13;43;29;23;3;39;0;0;2;2;15;73;1822,699
93-Np-225;132;93;508;174;173;161;5,497777778;5,488888889;4,973333333;571,8978918;44;0;5;0;0;34;0;36;30;23;4;39;0;2;2;5;26;58;1711,73
93-Np-226;133;93;510;174;174;162;5,495575221;5,473451327;4,982300885;575,4085983;44;0;5;0;0;35;0;37;30;23;4;39;0;2;2;3;28;58;1718,652
93-Np-227;134;93;512;174;175;163;5,497797357;5,466960352;4,995594714;576,9580811;44;0;5;0;0;36;0;38;30;23;4;39;0;2;1;4;27;59;1726,903
93-Np-228;135;93;514;174;176;164;5,495614035;5,473684211;5,00877193;578,5710717;44;0;5;0;0;37;0;39;30;23;4;39;0;2;0;5;26;60;1733,835
93-Np-229;136;93;516;175;176;165;5,489082969;5,475982533;5,021834061;580,1517065;44;0;5;0;0;38;0;40;30;23;4;39;0;2;0;4;26;61;1741,826
93-Np-230;137;93;518;176;176;166;5,495652174;5,473913043;5,034782609;581,733878;44;0;5;0;0;39;0;41;30;23;4;39;0;2;0;3;26;62;1748,438
93-Np-231;138;93;519;176;176;167;5,497835498;5,471861472;5,017316017;582,4225152;44;0;5;0;0;40;1;41;30;23;4;39;0;2;0;3;25;63;1756,119
93-Np-232;139;93;520;176;176;168;5,495689655;5,474137931;5;583,1488265;44;0;5;0;0;41;2;41;30;23;4;39;0;2;0;3;24;64;1762,461
93-Np-233;140;93;521;176;176;169;5,489270386;5,467811159;4,987124464;585,2401614;44;0;5;0;0;42;3;41;30;23;4;39;0;2;0;3;23;65;1769,942
93-Np-234;141;93;522;176;176;170;5,495726496;5,474358974;4,974358974;587,3916565;44;0;5;0;0;43;4;41;30;23;4;39;0;2;0;3;22;66;1776,008
93-Np-235;142;93;523;176;176;171;5,506382979;5,463829787;4,965957447;590,9003009;44;0;5;0;0;44;5;41;30;23;4;39;0;2;0;3;21;67;1782,991
93-Np-236;143;93;524;176;176;172;5,495762712;5,474576271;4,957627119;594,4629302;44;0;5;0;0;45;6;41;30;23;4;39;0;2;0;3;20;68;1788,727
93-Np-236-m ;143;93;524;176;176;172;5,491525424;5,449152542;4,961864407;595,8166698;44;0;5;0;0;45;6;41;30;23;4;39;0;1;1;3;21;67;1788,727
93-Np-237;144;93;525;176;176;173;5,481012658;5,459915612;4,953586498;599,3794111;44;0;5;0;0;46;7;41;30;23;4;39;0;1;1;3;20;68;1795,305
93-Np-238;145;93;526;176;176;174;5,495798319;5,474789916;4,949579832;604,3625508;44;0;5;0;0;47;8;41;30;23;4;39;0;0;2;3;20;68;1800,794
